,QC_08,lv1_08,Ground_temperature_08,Temperature_08,Temperature_08_H0,Relative_humidity_08,Sep,QC_20,lv1_20,Ground_temperature_20,Temperature_20,Temperature_20_H0,Relative_humidity_20
2010/12/06,0,31,265.21,29,257.62796,29,/,0,31,270.0,47,256.91187,35
2010/12/07,0,31,265.61,47,254.32063,35,/,0,31,272.62,47,257.70343,42
2010/12/08,0,31,267.88,47,255.03012,35,/,0,31,275.1,47,261.31738,35
2010/12/09,0,31,265.59,47,257.05566,42,/,0,31,274.78,47,261.52731,42
2010/12/10,0,31,267.2,47,257.29111,42,/,0,31,271.24,47,259.95404,42
2010/12/11,0,31,266.7,47,256.18002,34,/,0,31,272.41,47,259.66553,42
2010/12/12,0,31,266.86,47,254.99763,41,/,0,31,269.84,47,259.22617,41
2010/12/13,0,31,263.7,47,253.56926,41,/,0,31,266.3,47,258.42529,42
2010/12/14,0,31,260.62,47,255.32497,44,/,0,31,263.53,47,254.65677,42
2010/12/15,0,31,256.64,47,249.4846,41,/,0,31,258.77,41,243.00629,41
2010/12/16,0,31,257.69,47,249.80632,42,/,0,31,269.03,47,256.01062,34
2010/12/17,0,31,263.67,47,255.83298,35,/,0,31,270.56,47,262.03922,35
2010/12/18,0,31,263.8,47,258.84775,42,/,0,31,270.51,47,259.01956,42
2010/12/19,0,31,266.8,47,256.09531,35,/,0,31,270.68,47,259.14996,42
2010/12/20,0,31,266.18,47,255.44244,42,/,0,31,269.8,47,252.93594,47
2010/12/21,0,31,264.99,47,252.32478,47,/,0,31,272.21,47,256.08737,30
2010/12/22,0,31,266.44,47,252.69604,47,/,0,31,269.65,47,256.10028,28
2010/12/23,0,31,264.84,47,253.84073,41,/,0,31,268.76,47,254.99455,41
2010/12/24,0,31,264.4,47,254.32524,47,/,0,31,265.14,47,251.25673,47
2010/12/25,0,31,261.79,47,247.03999,47,/,0,31,267.23,47,252.13576,47
2010/12/26,0,31,261.61,47,250.55864,41,/,0,31,269.41,47,255.61313,34
2010/12/27,0,31,262.25,47,251.05048,41,/,0,31,267.62,47,255.5434,41
2010/12/28,0,31,262.83,47,252.66043,41,/,0,31,269.21,47,257.716,41
2010/12/29,0,31,261.56,47,252.2108,42,/,0,31,263.38,47,255.77451,42
2010/12/30,0,31,258.36,47,252.88284,35,/,0,31,265.49,47,258.94305,42
2010/12/31,0,31,261.57,47,254.94191,34,/,0,31,266.87,47,260.13196,34
